Date,Region,Rainfall (mm),Temperature (°C),Soil Type,Soil pH,Soil Nutrients (N-P-K),Latitude,Longitude,Altitude (m),Planting Date,Fertilizer Usage (kg/ha),Irrigation (mm),Pest & Disease Prevalence (%),Previous Year Yield (kg/ha),Maize Seed Variety,Market Price (KES/kg),Planting Density (plants/m²),Harvesting Date,Crop Health,Topography,Satellite Imagery,Price of Fertilizer (KES/kg)
2023-04-01,Eldoret,150,28.0,Clay,6.0,35-13-28,-1.5407,37.6279,1646,2023-03-01,150,57,4,325,Local-1,18.6,5,2023-07-15,Good,Wet,Drought,164
2023-04-01,Mombasa,8,24.0,Sandy,7.0,42-33-10,2.1995,37.4028,1578,2023-03-01,134,65,17,347,Local-1,24.5,7,2023-07-15,Average,Hilly,Flooded,168
2023-04-01,Nairobi,130,22.2,Loam,6.9,35-44-38,-3.1546,36.2582,1963,2023-03-01,142,2,8,237,Local-1,24.4,8,2023-07-15,Average,Hilly,Flooded,162
2023-04-01,Nairobi,58,22.5,Sandy,7.4,35-38-23,-3.2397,35.5961,2372,2023-03-01,87,66,8,482,Hybrid-2,20.1,6,2023-07-15,Good,Flat,Normal,151
2023-04-01,Eldoret,91,25.4,Sandy,6.7,40-46-37,-3.3342,38.3773,1974,2023-03-01,85,28,20,312,Hybrid-1,21.8,8,2023-07-15,Good,Hilly,Normal,128
2023-04-01,Nakuru,23,24.7,Clay,5.8,26-38-33,3.8123,38.956,2926,2023-03-01,73,31,3,280,Hybrid-1,18.6,7,2023-07-15,Good,Hilly,Normal,194
2023-04-01,Nakuru,69,21.2,Clay,5.8,44-41-33,-3.7506,36.078,1536,2023-03-01,115,84,12,406,Hybrid-1,19.9,7,2023-07-15,Good,Wet,Drought,195
2023-04-01,Eldoret,48,20.8,Clay,7.4,23-33-44,0.788,36.664,2585,2023-03-01,134,2,13,477,Hybrid-2,23.8,4,2023-07-15,Good,Hilly,Flooded,182
2023-04-01,Nairobi,79,25.0,Sandy,5.5,23-32-49,-1.8409,35.9769,2974,2023-03-01,72,97,9,366,Hybrid-2,20.9,4,2023-07-15,Average,Hilly,Drought,185
2023-04-01,Nairobi,120,21.7,Clay,6.8,14-30-34,-3.3437,35.1726,1096,2023-03-01,111,73,9,352,Hybrid-2,22.0,6,2023-07-15,Average,Hilly,Flooded,107
2023-04-01,Eldoret,143,24.9,Sandy,6.7,38-47-45,3.4632,35.3323,2681,2023-03-01,144,3,6,367,Hybrid-2,21.1,6,2023-07-15,Average,Flat,Flooded,149
2023-04-01,Mombasa,3,23.8,Clay,6.1,10-25-11,3.7424,39.3376,1414,2023-03-01,146,27,3,349,Local-1,23.0,5,2023-07-15,Good,Flat,Normal,104
2023-04-01,Nairobi,137,22.6,Sandy,6.0,41-38-11,-2.1521,37.4789,2345,2023-03-01,129,74,7,339,Hybrid-2,19.4,5,2023-07-15,Average,Hilly,Flooded,143
2023-04-01,Eldoret,112,26.3,Clay,5.8,43-46-26,-0.8167,36.6415,2767,2023-03-01,115,99,20,225,Hybrid-2,20.4,8,2023-07-15,Poor,Wet,Normal,185
2023-04-01,Mombasa,69,21.2,Clay,5.7,21-20-10,-0.4447,35.6484,1753,2023-03-01,70,33,10,204,Local-1,18.1,5,2023-07-15,Good,Flat,Normal,127
2023-04-01,Nairobi,95,27.9,Clay,6.1,29-39-29,-0.5401,39.6515,2500,2023-03-01,69,12,7,272,Local-1,21.7,4,2023-07-15,Poor,Hilly,Normal,115
2023-04-01,Kisumu,70,25.4,Clay,6.2,17-43-45,-2.9174,35.0614,2662,2023-03-01,128,52,12,270,Hybrid-1,21.7,7,2023-07-15,Good,Flat,Drought,120
2023-04-01,Nairobi,39,21.5,Clay,7.0,16-40-49,1.4113,35.7457,1527,2023-03-01,64,45,1,352,Hybrid-2,22.1,6,2023-07-15,Good,Hilly,Drought,107
2023-04-01,Eldoret,17,27.1,Loam,7.5,16-30-14,-3.4246,39.6049,2409,2023-03-01,123,95,15,446,Hybrid-2,23.9,8,2023-07-15,Average,Flat,Drought,127
2023-04-01,Nakuru,149,23.2,Clay,7.1,24-36-50,-3.4566,35.3639,2463,2023-03-01,145,2,9,350,Local-1,18.9,5,2023-07-15,Good,Flat,Flooded,141
2023-04-01,Kisumu,132,24.0,Loam,5.5,46-44-49,-2.723,34.2134,2835,2023-03-01,83,38,4,462,Hybrid-1,24.3,8,2023-07-15,Poor,Hilly,Normal,118
2023-04-01,Kisumu,131,21.7,Loam,5.8,32-12-25,-2.4452,34.4268,1732,2023-03-01,92,89,0,390,Hybrid-1,20.8,4,2023-07-15,Good,Hilly,Flooded,184
2023-04-01,Kisumu,48,23.3,Clay,6.6,46-25-33,3.6841,38.8402,1613,2023-03-01,117,0,5,492,Local-1,18.7,5,2023-07-15,Poor,Hilly,Normal,117
2023-04-01,Nakuru,8,28.7,Loam,7.3,16-36-19,1.979,34.888,2876,2023-03-01,133,21,8,380,Hybrid-1,23.6,7,2023-07-15,Poor,Wet,Flooded,179
2023-04-01,Mombasa,6,22.4,Loam,6.6,19-40-36,-2.6767,37.75,2079,2023-03-01,149,51,13,499,Hybrid-1,24.7,6,2023-07-15,Good,Hilly,Flooded,166
2023-04-01,Nakuru,131,22.5,Loam,7.2,49-46-41,-2.3141,37.1088,1843,2023-03-01,82,51,11,211,Hybrid-2,24.2,8,2023-07-15,Good,Wet,Normal,157
2023-04-01,Nairobi,113,23.7,Clay,6.2,26-50-10,1.6619,36.8083,2034,2023-03-01,102,96,20,438,Hybrid-2,20.2,7,2023-07-15,Good,Flat,Drought,137
2023-04-01,Kisumu,67,21.1,Loam,6.8,18-50-50,-1.7458,39.1672,2271,2023-03-01,136,98,18,424,Hybrid-2,24.4,4,2023-07-15,Good,Wet,Normal,182
2023-04-01,Mombasa,130,26.3,Sandy,7.3,32-50-24,1.7924,34.3187,1261,2023-03-01,57,43,11,476,Hybrid-2,22.5,4,2023-07-15,Good,Wet,Normal,153
2023-04-01,Nairobi,18,21.7,Sandy,6.8,12-15-31,2.3179,37.6895,2216,2023-03-01,143,14,11,457,Local-1,19.9,8,2023-07-15,Average,Hilly,Drought,116
2023-04-01,Eldoret,1,24.5,Clay,6.8,33-22-31,-1.9434,34.895,1161,2023-03-01,51,7,20,300,Hybrid-1,21.5,8,2023-07-15,Average,Flat,Flooded,147
2023-04-01,Eldoret,66,26.2,Loam,6.2,33-19-35,-3.0552,38.8717,2113,2023-03-01,144,61,12,221,Hybrid-2,18.7,6,2023-07-15,Average,Hilly,Drought,151
2023-04-01,Kisumu,133,24.9,Loam,7.1,18-11-23,1.6809,36.7779,1432,2023-03-01,111,7,16,485,Local-1,22.2,4,2023-07-15,Average,Wet,Drought,119
2023-04-01,Nairobi,68,25.3,Sandy,6.7,37-24-46,3.3027,39.3076,2312,2023-03-01,80,94,20,436,Hybrid-1,22.7,6,2023-07-15,Good,Flat,Flooded,139
2023-04-01,Nairobi,143,29.2,Sandy,7.1,42-28-47,2.019,35.21,1048,2023-03-01,119,33,14,453,Hybrid-2,23.3,5,2023-07-15,Good,Wet,Normal,148
2023-04-01,Nakuru,143,29.3,Clay,6.4,11-43-18,1.0941,37.7487,1613,2023-03-01,131,21,0,348,Hybrid-2,18.9,6,2023-07-15,Poor,Hilly,Normal,157
2023-04-01,Mombasa,12,28.4,Sandy,5.8,23-40-18,-1.0553,37.3764,1721,2023-03-01,60,56,3,349,Local-1,18.9,7,2023-07-15,Good,Flat,Normal,144
2023-04-01,Nairobi,95,25.6,Loam,7.2,12-18-35,3.6317,38.3994,1228,2023-03-01,82,90,4,368,Hybrid-1,19.0,7,2023-07-15,Good,Wet,Normal,180
2023-04-01,Kisumu,88,26.4,Loam,6.4,39-29-12,3.7994,34.1204,2542,2023-03-01,79,16,8,430,Hybrid-2,20.2,8,2023-07-15,Good,Flat,Drought,171
2023-04-01,Nairobi,62,23.0,Sandy,5.8,28-15-26,3.1941,36.2721,1953,2023-03-01,147,98,12,474,Hybrid-2,23.5,5,2023-07-15,Poor,Hilly,Drought,150
2023-04-01,Eldoret,99,27.3,Sandy,6.5,34-24-32,-1.0701,35.0477,1896,2023-03-01,92,76,0,479,Hybrid-2,24.3,4,2023-07-15,Poor,Wet,Drought,143
2023-04-01,Nairobi,97,24.5,Loam,6.9,19-33-15,1.8823,35.8262,2770,2023-03-01,101,62,8,375,Hybrid-2,18.2,6,2023-07-15,Good,Hilly,Drought,193
2023-04-01,Mombasa,20,29.9,Loam,7.5,18-31-10,-2.8314,36.5892,2560,2023-03-01,78,94,13,323,Hybrid-2,22.6,4,2023-07-15,Good,Wet,Drought,111
2023-04-01,Kisumu,122,21.9,Sandy,7.3,11-29-47,1.3908,34.9402,2557,2023-03-01,75,11,16,427,Local-1,19.9,5,2023-07-15,Average,Flat,Drought,138
2023-04-01,Nairobi,115,21.9,Clay,6.3,15-30-36,1.6429,35.6809,1684,2023-03-01,81,83,7,378,Hybrid-2,23.2,7,2023-07-15,Poor,Flat,Normal,168
2023-04-01,Nakuru,62,29.2,Clay,6.5,26-28-41,-2.8566,36.38,1985,2023-03-01,141,14,10,329,Hybrid-2,18.5,5,2023-07-15,Average,Wet,Flooded,100
2023-04-01,Mombasa,86,24.0,Clay,6.7,37-26-28,-0.7334,37.4263,2813,2023-03-01,82,20,12,358,Local-1,22.5,7,2023-07-15,Good,Wet,Flooded,192
2023-04-01,Eldoret,150,26.1,Sandy,6.0,42-24-44,-0.3496,38.2076,2519,2023-03-01,121,34,5,306,Local-1,24.7,5,2023-07-15,Good,Flat,Drought,171
2023-04-01,Eldoret,64,27.7,Loam,7.2,40-13-28,-0.1637,37.3469,1487,2023-03-01,120,67,13,287,Local-1,21.6,7,2023-07-15,Average,Hilly,Drought,122
2023-04-01,Mombasa,108,23.5,Clay,5.9,17-39-32,3.6824,36.1832,1133,2023-03-01,53,51,2,381,Hybrid-2,21.9,6,2023-07-15,Good,Wet,Normal,157
2023-04-01,Nairobi,9,22.7,Loam,6.3,49-34-37,-1.0898,36.1867,2114,2023-03-01,60,86,17,447,Hybrid-2,23.1,5,2023-07-15,Good,Flat,Normal,139
2023-04-01,Eldoret,29,29.0,Clay,7.4,39-44-50,-1.5263,35.8638,1473,2023-03-01,132,86,11,491,Local-1,21.0,4,2023-07-15,Poor,Flat,Normal,173
2023-04-01,Nakuru,1,26.2,Loam,6.1,19-18-17,1.6533,36.0195,1307,2023-03-01,89,21,19,400,Hybrid-1,22.1,8,2023-07-15,Good,Hilly,Normal,191
2023-04-01,Nairobi,78,20.7,Sandy,6.4,38-48-40,-3.4113,36.8128,2159,2023-03-01,143,2,14,296,Hybrid-2,24.2,4,2023-07-15,Average,Hilly,Flooded,118
2023-04-01,Nairobi,72,24.9,Sandy,6.3,43-29-47,3.3706,34.1938,2197,2023-03-01,94,93,16,200,Hybrid-2,20.7,8,2023-07-15,Poor,Wet,Drought,178
2023-04-01,Kisumu,42,29.9,Clay,6.6,25-31-38,-3.5761,36.8573,2317,2023-03-01,99,84,5,335,Local-1,19.4,4,2023-07-15,Poor,Hilly,Drought,198
2023-04-01,Mombasa,123,29.3,Loam,5.5,13-27-36,-1.6264,36.3776,2298,2023-03-01,62,56,4,404,Hybrid-1,24.5,7,2023-07-15,Good,Wet,Normal,149
2023-04-01,Nakuru,68,21.8,Sandy,6.8,16-49-27,-0.2347,35.131,2516,2023-03-01,69,56,3,225,Local-1,21.1,4,2023-07-15,Average,Wet,Flooded,149
2023-04-01,Nakuru,67,29.4,Clay,7.4,18-43-24,-2.7581,36.0595,2539,2023-03-01,85,98,8,257,Hybrid-1,22.1,4,2023-07-15,Poor,Hilly,Normal,138
2023-04-01,Eldoret,111,22.7,Loam,7.0,11-29-27,3.1988,38.9972,1796,2023-03-01,75,57,18,283,Hybrid-1,20.3,6,2023-07-15,Average,Hilly,Drought,142
2023-04-01,Eldoret,52,29.2,Loam,6.0,15-43-39,-0.0381,34.5544,1622,2023-03-01,50,18,0,301,Hybrid-2,23.5,7,2023-07-15,Poor,Hilly,Drought,157
2023-04-01,Nakuru,99,21.5,Loam,6.6,22-50-21,-2.2307,34.6249,1161,2023-03-01,129,54,1,342,Hybrid-1,23.1,7,2023-07-15,Poor,Wet,Drought,114
2023-04-01,Nairobi,130,24.6,Sandy,5.7,41-40-40,0.8129,37.8099,2101,2023-03-01,140,52,13,328,Hybrid-1,23.8,8,2023-07-15,Poor,Hilly,Normal,162
2023-04-01,Nakuru,103,24.6,Loam,6.1,27-16-47,3.3972,37.7681,2159,2023-03-01,56,70,7,389,Local-1,23.1,6,2023-07-15,Average,Flat,Flooded,113
2023-04-01,Eldoret,95,25.2,Sandy,5.6,44-13-37,-2.722,39.019,2240,2023-03-01,117,84,15,330,Local-1,20.5,7,2023-07-15,Poor,Flat,Drought,108
2023-04-01,Eldoret,43,24.9,Sandy,6.3,12-47-15,2.3168,34.0301,2029,2023-03-01,82,52,10,299,Hybrid-1,20.1,8,2023-07-15,Poor,Hilly,Drought,146
2023-04-01,Eldoret,121,28.4,Clay,5.6,15-43-17,-1.7776,37.213,2065,2023-03-01,104,68,16,218,Hybrid-1,24.4,6,2023-07-15,Good,Flat,Flooded,126
2023-04-01,Kisumu,38,27.4,Sandy,6.2,21-26-30,3.7229,38.1372,1208,2023-03-01,67,50,12,350,Local-1,20.0,5,2023-07-15,Average,Flat,Drought,170
2023-04-01,Nakuru,143,26.1,Loam,5.9,30-19-13,0.9329,38.161,1507,2023-03-01,130,74,20,308,Hybrid-2,23.4,5,2023-07-15,Good,Flat,Drought,110
2023-04-01,Nairobi,42,21.9,Loam,6.8,50-46-28,0.022,38.7603,2804,2023-03-01,82,47,4,312,Local-1,22.8,5,2023-07-15,Good,Wet,Normal,112
2023-04-01,Nairobi,118,24.7,Clay,7.4,47-26-13,-0.0125,38.8419,1774,2023-03-01,112,89,18,367,Local-1,22.9,5,2023-07-15,Good,Flat,Drought,134
2023-04-01,Kisumu,92,28.7,Sandy,6.9,20-34-23,-0.9998,37.923,1943,2023-03-01,63,3,14,238,Local-1,18.2,4,2023-07-15,Good,Wet,Drought,196
2023-04-01,Mombasa,71,21.9,Loam,6.4,47-42-27,2.5576,34.7213,1932,2023-03-01,86,37,13,387,Local-1,22.2,6,2023-07-15,Average,Flat,Normal,111
2023-04-01,Mombasa,40,21.7,Clay,5.7,39-14-33,-2.424,38.425,2817,2023-03-01,92,37,15,330,Local-1,22.8,4,2023-07-15,Poor,Flat,Flooded,200
2023-04-01,Kisumu,136,24.2,Loam,6.8,46-31-50,1.7763,38.5505,2183,2023-03-01,129,77,1,436,Hybrid-2,23.3,4,2023-07-15,Poor,Hilly,Drought,165
2023-04-01,Nairobi,102,25.3,Sandy,7.3,32-38-40,-0.0632,36.339,1592,2023-03-01,111,54,11,485,Local-1,23.5,7,2023-07-15,Average,Flat,Drought,194
2023-04-01,Mombasa,93,20.3,Loam,6.5,48-41-46,-2.8063,38.9303,1786,2023-03-01,135,21,13,414,Local-1,20.7,8,2023-07-15,Average,Hilly,Drought,107
2023-04-01,Mombasa,149,25.6,Loam,6.9,50-27-35,-0.682,38.0421,2596,2023-03-01,134,4,19,211,Hybrid-2,18.6,5,2023-07-15,Average,Hilly,Normal,193
2023-04-01,Nakuru,59,26.7,Clay,6.5,50-23-43,-1.5267,38.6466,1535,2023-03-01,95,39,10,410,Hybrid-2,24.4,8,2023-07-15,Poor,Wet,Flooded,177
2023-04-01,Nairobi,12,29.0,Sandy,6.0,41-46-19,-3.0297,37.2857,2592,2023-03-01,118,29,5,495,Local-1,18.6,7,2023-07-15,Average,Wet,Normal,161
2023-04-01,Kisumu,130,29.6,Sandy,6.1,10-14-35,-1.0117,38.0181,2177,2023-03-01,120,11,4,242,Hybrid-1,22.9,6,2023-07-15,Poor,Wet,Drought,181
2023-04-01,Nairobi,57,20.1,Loam,7.5,23-44-35,-1.8451,35.6316,1973,2023-03-01,77,51,12,391,Hybrid-2,18.3,6,2023-07-15,Average,Wet,Drought,105
2023-04-01,Kisumu,72,23.3,Clay,7.2,23-37-21,-2.7719,36.8888,1986,2023-03-01,62,43,17,360,Hybrid-1,20.2,5,2023-07-15,Good,Hilly,Flooded,197
2023-04-01,Eldoret,50,25.2,Sandy,6.1,17-43-39,1.1908,34.7797,2697,2023-03-01,97,0,3,464,Hybrid-1,21.8,6,2023-07-15,Poor,Wet,Normal,191
2023-04-01,Nairobi,89,23.4,Clay,6.0,48-28-44,-2.4624,36.7892,2413,2023-03-01,148,33,6,246,Hybrid-2,21.9,4,2023-07-15,Good,Wet,Flooded,126
2023-04-01,Kisumu,136,21.8,Clay,7.2,10-29-25,2.6366,34.7347,2846,2023-03-01,117,15,3,493,Hybrid-1,22.0,4,2023-07-15,Good,Wet,Drought,127
2023-04-01,Nairobi,135,29.7,Clay,6.2,32-40-37,2.9289,39.0619,2270,2023-03-01,110,6,5,431,Hybrid-1,21.1,4,2023-07-15,Average,Wet,Flooded,199
2023-04-01,Kisumu,61,26.2,Sandy,6.2,35-17-23,3.7216,38.7466,1851,2023-03-01,77,33,12,202,Hybrid-2,19.6,6,2023-07-15,Poor,Wet,Flooded,133
2023-04-01,Mombasa,47,22.7,Sandy,7.4,46-12-25,2.8055,39.6231,1999,2023-03-01,86,56,19,483,Local-1,18.0,7,2023-07-15,Poor,Wet,Drought,115
2023-04-01,Kisumu,96,26.8,Clay,7.4,25-49-34,0.5311,36.1633,2339,2023-03-01,58,29,0,423,Hybrid-1,22.8,8,2023-07-15,Average,Hilly,Flooded,179
2023-04-01,Mombasa,36,20.7,Clay,6.2,47-27-27,-2.9813,34.0819,2601,2023-03-01,95,93,13,440,Hybrid-2,19.5,8,2023-07-15,Poor,Wet,Flooded,143
2023-04-01,Eldoret,139,26.6,Clay,7.1,48-47-15,2.9176,39.3873,1393,2023-03-01,50,22,3,451,Local-1,19.0,4,2023-07-15,Average,Flat,Flooded,187
2023-04-01,Mombasa,13,29.1,Loam,6.6,25-23-35,-0.2612,37.5318,3000,2023-03-01,121,36,1,431,Hybrid-2,21.1,8,2023-07-15,Average,Flat,Drought,154
2023-04-01,Nairobi,70,24.3,Loam,5.8,21-33-26,1.8214,39.1449,2291,2023-03-01,86,9,17,289,Hybrid-1,23.2,5,2023-07-15,Average,Hilly,Drought,164
2023-04-01,Mombasa,48,26.1,Loam,5.6,18-18-40,3.7747,36.5008,2156,2023-03-01,73,80,1,360,Hybrid-2,20.1,6,2023-07-15,Poor,Hilly,Normal,135
2023-04-01,Nairobi,83,28.7,Loam,7.4,37-13-13,3.442,37.2703,1727,2023-03-01,132,79,11,320,Hybrid-2,22.1,7,2023-07-15,Poor,Wet,Flooded,101
2023-04-01,Mombasa,101,29.9,Loam,5.7,30-35-14,-1.6096,34.5327,1812,2023-03-01,84,62,9,454,Local-1,20.9,6,2023-07-15,Poor,Wet,Flooded,115
2023-04-01,Kisumu,16,22.3,Clay,6.0,43-11-37,-1.1773,37.6435,2849,2023-03-01,81,75,6,278,Hybrid-2,18.7,5,2023-07-15,Good,Hilly,Drought,158
2023-04-01,Mombasa,33,23.3,Loam,6.2,17-23-19,1.7391,39.8567,2436,2023-03-01,125,87,18,313,Hybrid-1,23.7,5,2023-07-15,Average,Wet,Flooded,169
2023-04-01,Nairobi,67,21.5,Loam,5.6,47-21-20,2.5682,39.7885,1434,2023-03-01,91,38,10,444,Hybrid-2,21.5,5,2023-07-15,Poor,Flat,Normal,125
2023-04-01,Kisumu,127,22.2,Sandy,6.6,34-27-36,-3.2125,38.7172,1610,2023-03-01,150,55,18,303,Hybrid-1,18.1,8,2023-07-15,Poor,Hilly,Normal,188
2023-04-01,Eldoret,38,21.9,Sandy,7.4,13-36-32,0.6566,35.7359,2189,2023-03-01,103,72,5,429,Hybrid-1,19.7,8,2023-07-15,Poor,Wet,Flooded,175
2023-04-01,Eldoret,80,29.4,Clay,6.6,18-15-27,-3.3781,34.4377,2506,2023-03-01,70,50,2,210,Hybrid-1,21.0,5,2023-07-15,Average,Wet,Drought,120
2023-04-01,Kisumu,67,28.6,Sandy,5.6,28-38-23,-3.5231,36.9352,1961,2023-03-01,150,41,9,279,Local-1,24.7,7,2023-07-15,Poor,Flat,Flooded,141
2023-04-01,Nakuru,148,25.3,Sandy,6.9,46-49-14,2.9597,37.8116,1695,2023-03-01,136,95,12,233,Hybrid-2,18.6,5,2023-07-15,Good,Wet,Flooded,160
2023-04-01,Mombasa,115,26.7,Loam,7.3,42-45-10,-2.1111,38.217,2032,2023-03-01,128,39,12,471,Local-1,23.5,7,2023-07-15,Poor,Flat,Normal,116
2023-04-01,Eldoret,21,27.2,Sandy,6.8,13-46-33,1.9675,38.003,1369,2023-03-01,146,71,5,386,Local-1,18.7,6,2023-07-15,Average,Wet,Normal,105
2023-04-01,Kisumu,36,26.4,Clay,5.9,39-35-36,-0.2362,34.5138,2619,2023-03-01,100,19,4,417,Hybrid-1,21.8,4,2023-07-15,Good,Hilly,Normal,163
2023-04-01,Nakuru,110,24.1,Clay,5.8,22-50-16,1.0707,39.4487,2782,2023-03-01,92,11,7,441,Hybrid-2,20.6,6,2023-07-15,Good,Hilly,Normal,139
2023-04-01,Nairobi,54,29.4,Clay,7.4,10-16-47,0.271,34.6297,2933,2023-03-01,150,42,5,483,Hybrid-2,20.0,6,2023-07-15,Poor,Hilly,Drought,102
2023-04-01,Mombasa,32,21.2,Clay,6.6,27-40-20,1.8033,37.3699,2221,2023-03-01,67,78,20,340,Hybrid-1,18.4,6,2023-07-15,Poor,Flat,Drought,139
2023-04-01,Mombasa,96,28.9,Sandy,7.4,21-49-16,-3.6408,38.1721,1262,2023-03-01,70,24,20,326,Hybrid-2,18.2,5,2023-07-15,Average,Hilly,Normal,178
2023-04-01,Nakuru,20,28.1,Sandy,6.2,13-48-40,2.003,38.2415,2537,2023-03-01,87,77,13,265,Hybrid-1,18.6,6,2023-07-15,Poor,Hilly,Normal,112
2023-04-01,Nakuru,134,26.6,Sandy,7.1,15-38-29,-2.0642,36.6154,2669,2023-03-01,61,62,4,482,Hybrid-2,18.2,8,2023-07-15,Good,Wet,Flooded,145
2023-04-01,Kisumu,23,26.4,Clay,6.3,12-33-44,-3.5305,34.602,2118,2023-03-01,98,40,19,369,Hybrid-1,20.6,7,2023-07-15,Poor,Flat,Drought,179
2023-04-01,Mombasa,103,22.8,Sandy,6.2,33-47-19,-2.2994,34.4234,1580,2023-03-01,112,2,13,235,Local-1,19.2,6,2023-07-15,Good,Wet,Flooded,168
2023-04-01,Mombasa,4,27.0,Clay,7.0,39-25-12,1.0128,36.1899,2365,2023-03-01,150,71,11,386,Hybrid-1,19.7,5,2023-07-15,Average,Hilly,Drought,109
2023-04-01,Nairobi,50,21.9,Loam,7.2,48-41-49,-0.1578,39.2688,1716,2023-03-01,78,79,10,474,Hybrid-2,22.4,8,2023-07-15,Good,Wet,Drought,119
2023-04-01,Mombasa,29,25.3,Clay,5.8,21-38-49,0.9017,38.6608,2910,2023-03-01,146,93,19,407,Hybrid-1,21.1,6,2023-07-15,Good,Hilly,Flooded,197
2023-04-01,Mombasa,36,28.9,Clay,5.6,44-30-35,3.028,37.6152,1728,2023-03-01,139,39,4,368,Hybrid-1,22.6,4,2023-07-15,Good,Hilly,Flooded,138
2023-04-01,Mombasa,48,20.6,Loam,5.7,37-19-48,-0.8069,39.8684,2714,2023-03-01,93,58,1,228,Hybrid-1,22.9,5,2023-07-15,Poor,Flat,Drought,198
2023-04-01,Nakuru,142,22.4,Clay,6.4,40-42-47,0.3968,35.2151,1117,2023-03-01,142,49,4,443,Local-1,21.7,5,2023-07-15,Good,Wet,Drought,116
2023-04-01,Mombasa,59,29.6,Loam,6.5,37-10-39,0.3846,34.6899,2680,2023-03-01,103,51,15,381,Local-1,18.5,5,2023-07-15,Poor,Wet,Drought,108
2023-04-01,Mombasa,97,27.5,Clay,6.5,41-39-36,-2.5652,38.4747,2596,2023-03-01,59,87,5,222,Local-1,18.5,6,2023-07-15,Average,Hilly,Normal,198
2023-04-01,Nakuru,90,26.1,Sandy,5.8,29-15-22,3.8551,36.1126,2245,2023-03-01,65,86,5,499,Hybrid-2,22.7,5,2023-07-15,Poor,Flat,Drought,193
2023-04-01,Nakuru,40,25.1,Clay,7.1,21-16-24,1.0064,39.9113,2653,2023-03-01,141,93,17,249,Hybrid-2,19.5,7,2023-07-15,Poor,Flat,Flooded,162
2023-04-01,Kisumu,68,25.9,Sandy,7.4,16-37-24,1.7446,34.4086,2549,2023-03-01,73,13,13,473,Hybrid-2,20.6,8,2023-07-15,Poor,Flat,Normal,141
2023-04-01,Kisumu,14,20.2,Sandy,6.4,10-32-16,2.2203,38.1185,2133,2023-03-01,146,92,20,422,Local-1,22.2,8,2023-07-15,Poor,Hilly,Flooded,124
2023-04-01,Nairobi,26,22.8,Sandy,6.2,31-37-21,3.3442,36.5393,2548,2023-03-01,133,71,9,368,Hybrid-1,24.0,6,2023-07-15,Poor,Flat,Normal,104
2023-04-01,Nakuru,36,22.4,Sandy,7.5,29-39-50,3.5688,35.6818,1214,2023-03-01,65,93,16,389,Local-1,23.2,6,2023-07-15,Average,Wet,Flooded,118
2023-04-01,Nakuru,141,28.8,Clay,7.4,22-12-11,-2.4723,38.227,1203,2023-03-01,148,30,6,362,Hybrid-2,23.0,5,2023-07-15,Average,Flat,Normal,173
2023-04-01,Kisumu,93,28.2,Loam,7.1,18-33-45,3.7369,38.2985,1386,2023-03-01,111,5,7,208,Hybrid-1,19.3,7,2023-07-15,Good,Flat,Normal,177
2023-04-01,Nairobi,146,23.4,Loam,6.5,14-35-40,1.8138,39.6003,1686,2023-03-01,66,27,17,267,Hybrid-1,21.9,7,2023-07-15,Good,Hilly,Drought,193
2023-04-01,Mombasa,41,26.4,Clay,7.1,47-24-25,2.4834,37.1486,1594,2023-03-01,140,83,9,205,Hybrid-1,19.2,4,2023-07-15,Poor,Wet,Drought,183
2023-04-01,Nairobi,10,25.8,Loam,6.3,41-15-31,-1.6445,37.9978,2193,2023-03-01,57,100,15,495,Hybrid-2,19.7,7,2023-07-15,Average,Hilly,Normal,138
2023-04-01,Kisumu,56,29.7,Loam,6.5,39-36-20,2.6673,36.7208,1531,2023-03-01,56,70,20,411,Hybrid-1,21.9,5,2023-07-15,Good,Wet,Drought,128
2023-04-01,Nakuru,26,28.4,Clay,6.9,35-16-33,-0.3295,37.8472,2763,2023-03-01,51,82,17,450,Hybrid-1,23.3,4,2023-07-15,Average,Hilly,Normal,188
2023-04-01,Nakuru,118,27.2,Clay,5.9,47-49-23,-1.0985,36.448,2978,2023-03-01,77,22,1,340,Hybrid-1,21.7,4,2023-07-15,Poor,Wet,Drought,112
2023-04-01,Eldoret,73,27.0,Loam,5.8,26-42-38,3.6828,34.5972,1323,2023-03-01,114,82,6,220,Hybrid-2,18.1,6,2023-07-15,Average,Wet,Normal,109
2023-04-01,Kisumu,11,24.3,Sandy,6.8,29-25-20,1.0442,35.9977,2965,2023-03-01,150,3,13,357,Hybrid-2,20.7,4,2023-07-15,Average,Hilly,Drought,156
2023-04-01,Kisumu,57,23.8,Loam,5.7,44-33-16,2.5793,36.2329,1326,2023-03-01,64,64,11,370,Hybrid-2,21.2,6,2023-07-15,Good,Flat,Drought,133
2023-04-01,Mombasa,105,27.7,Sandy,6.1,11-32-10,-2.741,39.7553,1331,2023-03-01,58,69,4,299,Hybrid-2,19.6,7,2023-07-15,Poor,Flat,Normal,194
2023-04-01,Nairobi,101,20.4,Clay,7.0,40-23-15,0.9817,38.0924,2973,2023-03-01,105,51,2,440,Hybrid-2,22.9,6,2023-07-15,Poor,Flat,Normal,130
2023-04-01,Nakuru,136,23.1,Sandy,7.5,39-32-19,-2.7717,35.118,2610,2023-03-01,130,78,3,464,Local-1,22.3,5,2023-07-15,Good,Wet,Drought,192
